name,address,location,price,cuisine,longitude,latitude,award,greenstar,country,city,is_global_hub,is_native,restaurant_density,star_level,recog_level,is_starred,award_level
Palace,"Eteläranta 10, Helsinki, 00130, Finland","Helsinki, Finland",4,Modern Cuisine,24.9523857,60.1653036,2 Stars,0,Finland,Helsinki,0,0,26,2,0,1,4
Henne Kirkeby Kro,"Strandvejen 234, Henne, 6854, Denmark","Henne, Denmark",4,Classic Cuisine,8.2423144,55.7270112,2 Stars,1,Denmark,Henne,0,0,0,2,0,1,4
Milka,"Vršiška cesta 45, Kranjska Gora, 4280, Slovenia","Kranjska Gora, Slovenia",4,"Creative, Regional Cuisine",13.7847333,46.4751488,2 Stars,0,Slovenia,Kranjska Gora,0,0,1,2,0,1,4
Bottiglieria 1881,"ul. Bocheńska 5, Kraków, 31 061, Poland","Kraków, Poland",4,Creative,19.9460552,50.0486603,2 Stars,0,Poland,Kraków,0,0,22,2,0,1,4
Pujol,"Tennyson 133, Polanco, Miguel Hildalgo, 11550, Mexico","Miguel Hildalgo, Mexico",4,"Mexican, Modern Cuisine",-99.1947841,19.4324232,2 Stars,0,Mexico,Miguel Hildalgo,0,1,65,2,0,1,4
Quintonil,"Isaac Newton 55, Polanco, Miguel Hildalgo, 11560, Mexico","Miguel Hildalgo, Mexico",4,"Mexican, Contemporary",-99.1916968,19.4310167,2 Stars,0,Mexico,Miguel Hildalgo,0,1,65,2,0,1,4
STAY by Yannick Alleno,"One&Only The Palm Hotel, West Crescent Road, The Palm Jumeirah, Dubai",Dubai,4,French,55.1326916,25.0992961,2 Stars,0,Dubai,Dubai,1,0,31,2,0,1,4
Il Ristorante-Niko Romito,"Bulgari Resort Dubai Hotel, Jumeirah Bay Island, Jumeirah 2, Dubai",Dubai,4,Italian,55.2348847,25.2104546,2 Stars,0,Dubai,Dubai,1,0,50,2,0,1,4
Row on 45,"45th Floor, Tower 2, Grosvenor House Hotel, Al Emreef Street, Dubai Marina, Dubai",Dubai,4,Creative,55.1435576,25.0861613,2 Stars,0,Dubai,Dubai,1,0,23,2,0,1,4
Taniere3,"7 rue du Don-de-Dieu, Québec, G1K 3Z6, Canada","Québec, Canada",4,Creative,-71.2022076,46.8135735,2 Stars,0,Canada,Québec,0,0,25,2,0,1,4
akordu,"70-1-3-1 Suimoncho, Nara, Nara, 630-8208, Japan","Nara, Japan",3,Innovative,135.835467,34.68575,2 Stars,0,Japan,Nara,0,0,39,2,0,1,4
Oryori Hanagaki,"2-13-2 Gakuen Minami, Nara, Nara, 631-0034, Japan","Nara, Japan",4,Japanese,135.753435,34.692643,2 Stars,0,Japan,Nara,0,1,15,2,0,1,4
Tsukumo,"968 Kideracho, Nara, Nara, 630-8306, Japan","Nara, Japan",4,Japanese,135.834095,34.675974,2 Stars,0,Japan,Nara,0,1,38,2,0,1,4
NARA NIKON,"3 Nabeyacho, Nara, Nara, 630-8264, Japan","Nara, Japan",3,Japanese,135.829383,34.686899,2 Stars,0,Japan,Nara,0,1,39,2,0,1,4
Oro,"Avenida General San Martin 889, Rio de Janeiro, 22441-015, Brazil","Rio de Janeiro, Brazil",4,Creative,-43.22471,-22.98601,2 Stars,0,Brazil,Rio de Janeiro,0,0,32,2,0,1,4
Evvai,"Rua Joaquim Antunes 108, São Paulo, 05415-000, Brazil","São Paulo, Brazil",4,"Modern Cuisine, Brazilian",-46.6790725,-23.5670869,2 Stars,0,Brazil,São Paulo,0,1,90,2,0,1,4
D.O.M.,"Rua Barão de Capanema 549, São Paulo, 01411-011, Brazil","São Paulo, Brazil",4,Creative,-46.667572,-23.5661451,2 Stars,0,Brazil,São Paulo,0,0,92,2,0,1,4
Lasai,"Largo dos Leões 35, Humaitá, Rio de Janeiro, 22260-210, Brazil","Rio de Janeiro, Brazil",4,"Modern Cuisine, Innovative",-43.1964089,-22.9532398,2 Stars,0,Brazil,Rio de Janeiro,0,0,40,2,0,1,4
Tuju,"Rua Frei Galvão, 135, São Paulo, 01454-060, Brazil","São Paulo, Brazil",4,Creative,-46.6855567,-23.5805339,2 Stars,1,Brazil,São Paulo,0,0,81,2,0,1,4
Ru Yuan,"11 Yuquan Road, Xihu, Hangzhou, China Mainland","Hangzhou, China Mainland",4,Zhejiang,120.1174357,30.2556553,2 Stars,0,China Mainland,Hangzhou,0,0,34,2,0,1,4
Maison Colette,"De Trannoyplein 17, Tongerlo, 2260, Belgium","Tongerlo, Belgium",4,"French, Modern Cuisine",4.916895,51.1038295,2 Stars,0,Belgium,Tongerlo,0,0,1,2,0,1,4
Hertog Jan at Botanic,"Leopoldstraat 26, Antwerpen, 2000, Belgium","Antwerpen, Belgium",4,"Creative, Asian Influences",4.4054987,51.2145635,2 Stars,0,Belgium,Antwerpen,0,0,49,2,0,1,4
La Table de Maxime,"Our 23, Our, 6852, Belgium","Our, Belgium",4,"Modern Cuisine, French",5.1224546,49.9600036,2 Stars,0,Belgium,Our,0,0,0,2,0,1,4
L'air du temps,"rue de la Croix Monet 2, Liernu, 5310, Belgium","Liernu, Belgium",4,"Creative, Modern Cuisine",4.8329862,50.5927328,2 Stars,1,Belgium,Liernu,0,0,0,2,0,1,4
L'Eau Vive,"route de Floreffe 37, Arbre, 5170, Belgium","Arbre, Belgium",4,"Modern French, Modern Cuisine",4.8469885,50.3636851,2 Stars,0,Belgium,Arbre,0,0,5,2,0,1,4
Sir Kwinten,"Markt 9a, Sint-Kwintens-Lennik, 1750, Belgium","Sint-Kwintens-Lennik, Belgium",4,"Modern Cuisine, French",4.1554453,50.8056605,2 Stars,0,Belgium,Sint-Kwintens-Lennik,0,0,2,2,0,1,4
Slagmolen,"Molenweg 177, Opglabbeek, 3660, Belgium","Opglabbeek, Belgium",4,"Traditional Cuisine, French",5.6155142,51.0432542,2 Stars,0,Belgium,Opglabbeek,0,0,2,2,0,1,4
d'Eugenie a Emilie,"place de la Résistance 1, Baudour, 7331, Belgium","Baudour, Belgium",4,"Classic French, Traditional Cuisine",3.8379089,50.4833038,2 Stars,0,Belgium,Baudour,0,0,1,2,0,1,4
De Jonkman,"Maalsesteenweg 438, Sint-Kruis, 8310, Belgium","Sint-Kruis, Belgium",4,Creative,3.2782036,51.2077602,2 Stars,0,Belgium,Sint-Kruis,0,0,23,2,0,1,4
Cuchara,"Lepelstraat 3, Lommel, 3920, Belgium","Lommel, Belgium",4,"Creative, Modern Cuisine",5.3096729,51.231034,2 Stars,0,Belgium,Lommel,0,0,1,2,0,1,4
Ma Langue Sourit,"1 rue Remich, Oetrange, 5331, Luxembourg","Oetrange, Luxembourg",4,Modern Cuisine,6.2495447,49.5977462,2 Stars,0,Luxembourg,Oetrange,0,0,1,2,0,1,4
Lea Linster,"17 route de Luxembourg, Frisange, 5752, Luxembourg","Frisange, Luxembourg",4,Modern French,6.187337,49.51803,2 Stars,0,Luxembourg,Frisange,0,0,1,2,0,1,4
Vrijmoed,"Vlaanderenstraat 22, Gent, 9000, Belgium","Gent, Belgium",4,"Creative, Modern Cuisine",3.7288256,51.0511061,2 Stars,0,Belgium,Gent,0,0,20,2,0,1,4
Bozar Restaurant,"rue Baron Horta 3, Brussels, 1000, Belgium","Brussels, Belgium",4,"Modern French, Creative",4.359821,50.8442419,2 Stars,0,Belgium,Brussels,0,0,95,2,0,1,4
Nuance,"Kiliaanstraat 8, Duffel, 2570, Belgium","Duffel, Belgium",4,Creative,4.505835,51.0957136,2 Stars,0,Belgium,Duffel,0,0,0,2,0,1,4
Castor,"Kortrijkseweg 164, Beveren-Leie, 8791, Belgium","Beveren-Leie, Belgium",4,Modern French,3.3429009,50.8719025,2 Stars,0,Belgium,Beveren-Leie,0,0,1,2,0,1,4
Bartholomeus,"Zeedijk 267, Heist, 8301, Belgium","Heist, Belgium",4,Modern Cuisine,3.2436215,51.341769,2 Stars,0,Belgium,Heist,0,0,15,2,0,1,4
Hof van Cleve - Floris Van Der Veken,"Riemegemstraat 1, Kruishoutem, 9770, Belgium","Kruishoutem, Belgium",4,Creative,3.509638,50.9035909,2 Stars,0,Belgium,Kruishoutem,0,0,1,2,0,1,4
Le Chalet de la Foret,"drêve de Lorraine 43, Uccle, 1180, Belgium","Uccle, Belgium",4,"Creative, Modern French",4.3866247,50.7847298,2 Stars,0,Belgium,Uccle,0,0,41,2,0,1,4
La Paix,"rue Ropsy-Chaudron 49, Anderlecht, 1070, Belgium","Anderlecht, Belgium",4,"Asian Influences, Creative",4.3282651,50.8437191,2 Stars,0,Belgium,Anderlecht,0,0,89,2,0,1,4
L'Atelier de Joel Robuchon Miami,"151 N.E. 41st St., Miami, FL, 33137, USA","Miami, FL, USA",4,"French, Contemporary",-80.1921438,25.814444,2 Stars,0,USA,FL,0,0,24,2,0,1,4
Sorekara,"4979 New Broad St., Orlando, FL, 32814, USA","Orlando, FL, USA",4,"Japanese, Contemporary",-81.3259631,28.5689965,2 Stars,0,USA,FL,0,0,30,2,0,1,4
Aramburu,"Vicente López 1661, Buenos Aires, C1018ABA, Argentina","Buenos Aires, Argentina",4,Creative,-58.3891732,-34.5916443,2 Stars,0,Argentina,Buenos Aires,0,0,35,2,0,1,4
Rozo,"34 rue Raymond-Derain, Marcq-en-Barœul, 59700, France","Marcq-en-Barœul, France",4,"Creative, Modern Cuisine",3.0909516,50.6752,2 Stars,0,France,Marcq-en-Barœul,0,0,18,2,0,1,4
Villa Rene Lalique,"18 rue Bellevue, Wingen-sur-Moder, 67290, France","Wingen-sur-Moder, France",4,"Creative, Modern Cuisine",7.365027,48.9185,2 Stars,0,France,Wingen-sur-Moder,0,0,1,2,0,1,4
Le Jules Verne,"Tour Eiffel - 6 avenue Gustave-Eiffel, Paris, 75007, France","Paris, France",4,Modern Cuisine,2.29462,48.85756,2 Stars,0,France,Paris,1,0,389,2,0,1,4
Marsan par Helene Darroze,"4 rue d'Assas, Paris, 75006, France","Paris, France",4,Modern Cuisine,2.3279216,48.8499883,2 Stars,0,France,Paris,1,0,449,2,0,1,4
David Toutain,"29 rue Surcouf, Paris, 75007, France","Paris, France",4,Creative,2.3097038,48.8602663,2 Stars,1,France,Paris,1,0,422,2,0,1,4
L'Abysse Monte-Carlo,"Square Beaumarchais, Monaco, 98000, Principality of Monaco","Monaco, Principality of Monaco",4,Japanese,7.4259282,43.7384886,2 Stars,0,Principality of Monaco,Monaco,0,0,17,2,0,1,4
Le Taillevent,"15 rue Lamennais, Paris, 75008, France","Paris, France",4,Classic Cuisine,2.3024829,48.874195,2 Stars,0,France,Paris,1,1,385,2,0,1,4
Maison Aribert,"280 allée du Jeune-Bayard, Uriage-les-Bains, 38410, France","Uriage-les-Bains, France",4,"Creative, Modern Cuisine",5.8315479,45.1417394,2 Stars,1,France,Uriage-les-Bains,0,0,2,2,0,1,4
Table - Bruno Verjus,"3 rue de Prague, Paris, 75012, France","Paris, France",4,Modern Cuisine,2.3759654,48.8486151,2 Stars,1,France,Paris,1,0,315,2,0,1,4
Blue Bay Marcel Ravin,"40 avenue Princesse-Grace, Monaco, 98000, Principality of Monaco","Monaco, Principality of Monaco",4,Creative,7.4379746,43.7488966,2 Stars,0,Principality of Monaco,Monaco,0,0,16,2,0,1,4
L'Orangerie,"Four Seasons George V, 31 avenue George-V, Paris, 75008, France","Paris, France",4,Modern Cuisine,2.3008263,48.8687851,2 Stars,0,France,Paris,1,0,391,2,0,1,4
Le Grand Restaurant - Jean-Francois Piege,"7 rue d'Aguesseau, Paris, 75008, France","Paris, France",4,Creative,2.3193146,48.8701983,2 Stars,0,France,Paris,1,0,438,2,0,1,4
Guy Savoy,"11 quai de Conti, Paris, 75006, France","Paris, France",4,Modern Cuisine,2.3391955,48.8566248,2 Stars,0,France,Paris,1,0,456,2,0,1,4
Restaurant Le Meurice Alain Ducasse,"Le Meurice, 228 rue de Rivoli, Paris, 75001, France","Paris, France",4,Creative,2.3278399,48.86525,2 Stars,0,France,Paris,1,0,448,2,0,1,4
Relais de la Poste,"24 avenue de Maremne, Magescq, 40140, France","Magescq, France",4,Classic Cuisine,-1.2179647,43.7787343,2 Stars,0,France,Magescq,0,1,0,2,0,1,4
Paul Bocuse,"40 quai de la Plage, Collonges-au-Mont-d'Or, 69660, France","Collonges-au-Mont-d'Or, France",4,Classic Cuisine,4.8475623,45.8156437,2 Stars,0,France,Collonges-au-Mont-d'Or,0,1,11,2,0,1,4
Takao Takano,"33 rue Malesherbes, Lyon, 69006, France","Lyon, France",4,Creative,4.8426431,45.7704565,2 Stars,0,France,Lyon,0,0,84,2,0,1,4
Mere Brazier,"12 rue Royale, Lyon, 69001, France","Lyon, France",4,Classic Cuisine,4.8372034,45.7714309,2 Stars,0,France,Lyon,0,1,85,2,0,1,4
Le Pre - Xavier Beaudiment,"3 route de la Baraque, Clermont-Ferrand, 63000, France","Clermont-Ferrand, France",4,Creative,3.0519431,45.7886787,2 Stars,0,France,Clermont-Ferrand,0,0,17,2,0,1,4
JY'S,"3 allée du Champ-de-Mars, Colmar, 68000, France","Colmar, France",4,Creative,7.3533263,48.0755636,2 Stars,0,France,Colmar,0,0,10,2,0,1,4
Serge Vieira,"Le Couffour, Chaudes-Aigues, 15110, France","Chaudes-Aigues, France",4,Creative,3.0019613,44.8442761,2 Stars,1,France,Chaudes-Aigues,0,0,1,2,0,1,4
Sushi Yoshinaga,"27 rue du 4-Septembre, Paris, 75002, France","Paris, France",4,Japanese,2.3349558,48.8698375,2 Stars,0,France,Paris,1,0,446,2,0,1,4
Le Neuvieme Art,"173 rue Cuvier, Lyon, 69006, France","Lyon, France",4,"Creative, Modern Cuisine",4.8564194,45.767953,2 Stars,0,France,Lyon,0,0,84,2,0,1,4
Le Sarkara,"Le K2 Palace, 238 rue des Clarines, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",4,Creative,6.638871,45.4122032,2 Stars,0,France,Courchevel,0,0,14,2,0,1,4
Le Skiff Club,"Hôtel Ha(a)ïtza, 1 avenue Louis-Gaume, Pyla-sur-Mer, 33115, France","Pyla-sur-Mer, France",4,Modern Cuisine,-1.20669,44.606014,2 Stars,1,France,Pyla-sur-Mer,0,0,0,2,0,1,4
La Table des Amis,"Le Mas Les Eydins, 2420 chemin du Four, Bonnieux, 84480, France","Bonnieux, France",4,Modern Cuisine,5.3018513,43.8511871,2 Stars,0,France,Bonnieux,0,0,5,2,0,1,4
Maison Benoit Vidal,"Sur-les-Bois, 79 route de Thônes, Annecy, 74940, France","Annecy, France",4,Creative,6.171891,45.9226978,2 Stars,0,France,Annecy,0,0,21,2,0,1,4
Jean Sulpice,"303 route du Port, Talloires-Montmin, 74290, France","Talloires-Montmin, France",4,Creative,6.210543,45.8393308,2 Stars,1,France,Talloires-Montmin,0,0,6,2,0,1,4
Duende,"Quai de la Fontaine, Nîmes, 30900, France","Nîmes, France",4,Modern Cuisine,4.3527079,43.8388191,2 Stars,0,France,Nîmes,0,0,9,2,0,1,4
Py-r,"19 descente de la Halle-aux-Poissons, Toulouse, 31000, France","Toulouse, France",4,Creative,1.4408583,43.599313,2 Stars,0,France,Toulouse,0,0,30,2,0,1,4
La Scene,"32 avenue Matignon, Paris, 75008, France","Paris, France",4,Modern Cuisine,2.3144577,48.8720059,2 Stars,0,France,Paris,1,0,422,2,0,1,4
Les Ambassadeurs by Christophe Cussac,"Hôtel Métropole Monte-Carlo, 4 avenue de la Madone, Monaco, 98000, Principality of Monaco","Monaco, Principality of Monaco",4,Mediterranean Cuisine,7.4275615,43.7405056,2 Stars,0,Principality of Monaco,Monaco,0,0,17,2,0,1,4
Les Morainieres,"1400 route de Marestel, Jongieux, 73170, France","Jongieux, France",4,"Creative, Modern Cuisine",5.7983813,45.7448198,2 Stars,0,France,Jongieux,0,0,1,2,0,1,4
La Pyramide - Maison Henriroux,"14 boulevard Fernand-Point, Vienne, 38200, France","Vienne, France",4,Modern Cuisine,4.8668625,45.5166376,2 Stars,0,France,Vienne,0,0,2,2,0,1,4
Cedric Burtin,"Chemin de Martorez, Saint-Rémy, 71100, France","Saint-Rémy, France",4,"Creative, Modern Cuisine",4.8204022,46.7567966,2 Stars,0,France,Saint-Rémy,0,0,3,2,0,1,4
La Merise,"7 rue d'Eschbach, Laubach, 67580, France","Laubach, France",4,Modern Cuisine,7.7224093,48.8800665,2 Stars,0,France,Laubach,0,0,1,2,0,1,4
Racine,"6 place Godinot, Reims, 51100, France","Reims, France",4,Creative,4.03752,49.2528607,2 Stars,0,France,Reims,0,0,11,2,0,1,4
Michel Kayser - Restaurant Alexandre,"2 rue Xavier-Tronc, Garons, 30128, France","Garons, France",4,Modern Cuisine,4.4229251,43.7679586,2 Stars,0,France,Garons,0,0,0,2,0,1,4
L'Oiseau Blanc,"The Peninsula Paris, 19 avenue Kléber, Paris, 75116, France","Paris, France",4,Creative,2.2933134,48.8707602,2 Stars,0,France,Paris,1,0,371,2,0,1,4
Maison Nouvelle,"11 rue Rode, Bordeaux, 33000, France","Bordeaux, France",4,Modern Cuisine,-0.5721376,44.8524805,2 Stars,0,France,Bordeaux,0,0,47,2,0,1,4
La Cote Saint-Jacques,"14 faubourg de Paris, Joigny, 89300, France","Joigny, France",4,Modern Cuisine,3.3853151,47.9833796,2 Stars,1,France,Joigny,0,0,1,2,0,1,4
La Table de Pavie,"Hôtel de Pavie, 5 place du Clocher, Saint-Emilion, 33330, France","Saint-Emilion, France",4,Creative,-0.1566263,44.8934495,2 Stars,0,France,Saint-Emilion,0,0,7,2,0,1,4
Blanc,"52 rue de Longchamp, Paris, 75116, France","Paris, France",4,Creative,2.2874808,48.8651172,2 Stars,0,France,Paris,1,0,359,2,0,1,4
La Table de Franck Putelat,"80 chemin des Anglais, au Sud de la Cité, Carcassonne, 11000, France","Carcassonne, France",4,"Modern Cuisine, Creative",2.3603104,43.2013363,2 Stars,0,France,Carcassonne,0,0,4,2,0,1,4
La Table de Yoann Conte,"13 vieille route des Pensières, Veyrier-du-Lac, 74290, France","Veyrier-du-Lac, France",4,Creative,6.1721868,45.8889235,2 Stars,1,France,Veyrier-du-Lac,0,0,22,2,0,1,4
Auberge de l'Ill,"2 rue de Collonges-au-Mont-d'Or, Illhaeusern, 68970, France","Illhaeusern, France",4,Classic Cuisine,7.433043,48.1844003,2 Stars,0,France,Illhaeusern,0,1,1,2,0,1,4
La Table d'Olivier Nasti,"9-13 rue du Général-de-Gaulle, Kaysersberg, 68240, France","Kaysersberg, France",4,Creative,7.265581,48.1386233,2 Stars,0,France,Kaysersberg,0,0,10,2,0,1,4
Anne de Bretagne,"Port de Gravette, 163 boulevard de la Tara, La Plaine-sur-Mer, 44770, France","La Plaine-sur-Mer, France",4,Creative,-2.2134222,47.1547317,2 Stars,0,France,La Plaine-sur-Mer,0,0,2,2,0,1,4
L'Auberge des Glazicks,"7 rue de la Plage, Plomodiern, 29550, France","Plomodiern, France",4,Creative,-4.2345193,48.1805696,2 Stars,0,France,Plomodiern,0,0,0,2,0,1,4
Ekaitza,"15 quai Maurice-Ravel, Ciboure, 64500, France","Ciboure, France",4,"Creative, Modern Cuisine",-1.6674639,43.3852589,2 Stars,0,France,Ciboure,0,0,11,2,0,1,4
L'Auberge de Saint-Remy - Fanny Rey & Jonathan Wahid,"12 boulevard Mirabeau, Saint-Rémy-de-Provence, 13210, France","Saint-Rémy-de-Provence, France",4,Modern Cuisine,4.8333205,43.7885608,2 Stars,0,France,Saint-Rémy-de-Provence,0,0,1,2,0,1,4
Rene et Maxime Meilleur,"Hameau de Saint-Marcel, Saint-Martin-de-Belleville, 73440, France","Saint-Martin-de-Belleville, France",4,"Creative, Regional Cuisine",6.513333,45.3690312,2 Stars,0,France,Saint-Martin-de-Belleville,0,0,1,2,0,1,4
Cyril Attrazic,"10 route du Languedoc, Aumont-Aubrac, 48130, France","Aumont-Aubrac, France",4,"Creative, Modern Cuisine",3.2877885,44.7169426,2 Stars,1,France,Aumont-Aubrac,0,0,1,2,0,1,4
La Villa Archange,"Rue de l'Ouest, Le Cannet, 06110, France","Le Cannet, France",4,Modern Cuisine,7.014556,43.5716556,2 Stars,0,France,Le Cannet,0,0,12,2,0,1,4
L'Auberge de Montmin,"1983 route de Talloires, Col de la Forclaz, Talloires-Montmin, 74210, France","Talloires-Montmin, France",4,Creative,6.2486842,45.8072811,2 Stars,1,France,Talloires-Montmin,0,0,4,2,0,1,4
Maison Rostang,"20 rue Rennequin, Paris, 75017, France","Paris, France",4,Classic Cuisine,2.2985363,48.881407,2 Stars,0,France,Paris,1,1,349,2,0,1,4
Lalique,"1707 route des Gourgues, Bommes, 33210, France","Bommes, France",4,Modern Cuisine,-0.3374123,44.5493811,2 Stars,0,France,Bommes,0,0,2,2,0,1,4
Christophe Hay - Fleur de Loire,"26 quai Villebois-Mareuil, Blois, 41000, France","Blois, France",4,"Modern Cuisine, Creative",1.3378048,47.5823386,2 Stars,1,France,Blois,0,0,5,2,0,1,4
La Grand'Vigne - Les Sources de Caudalie,"Chemin de Smith-Haut-Lafitte, Martillac, 33650, France","Martillac, France",4,Modern Cuisine,-0.5571095,44.7310086,2 Stars,0,France,Martillac,0,0,1,2,0,1,4
L'Observatoire du Gabriel,"10 place de la Bourse, Bordeaux, 33000, France","Bordeaux, France",4,"Modern Cuisine, Creative",-0.5707147,44.8413505,2 Stars,0,France,Bordeaux,0,0,46,2,0,1,4
Maison Ronan Kervarrec,"1 impasse du Vieux-Bourg, Saint-Grégoire, 35760, France","Saint-Grégoire, France",4,Modern Cuisine,-1.6805561,48.1533015,2 Stars,0,France,Saint-Grégoire,0,0,5,2,0,1,4
La Voile - La Reserve Ramatuelle,"Chemin de la Quessine, Ramatuelle, 83350, France","Ramatuelle, France",4,Modern Cuisine,6.6481676,43.1923476,2 Stars,0,France,Ramatuelle,0,0,4,2,0,1,4
La Grenouillere,"19 rue de la Grenouillère, La Madelaine-sous-Montreuil, 62170, France","La Madelaine-sous-Montreuil, France",4,Creative,1.7544175,50.4710226,2 Stars,1,France,La Madelaine-sous-Montreuil,0,0,3,2,0,1,4
Le Pressoir d'Argent - Gordon Ramsay,"InterContinental Bordeaux - Le Grand Hôtel, 2-5 place de la Comédie, Bordeaux, 33000, France","Bordeaux, France",4,Modern Cuisine,-0.5747973,44.8424463,2 Stars,0,France,Bordeaux,0,0,46,2,0,1,4
Le Parc Les Crayeres,"64 boulevard Henry-Vasnier, Reims, 51100, France","Reims, France",4,Modern Cuisine,4.0517461,49.2410909,2 Stars,0,France,Reims,0,0,11,2,0,1,4
Georges Blanc,"Place du Marché, Vonnas, 01540, France","Vonnas, France",4,Classic Cuisine,4.9894987,46.2201083,2 Stars,0,France,Vonnas,0,1,2,2,0,1,4
Sylvestre Wahid - Les Grandes Alpes,"28 rue de l'Église, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",4,Creative,6.6349308,45.4144213,2 Stars,0,France,Courchevel,0,0,14,2,0,1,4
Flaveur,"25 rue Gubernatis, Nice, 06000, France","Nice, France",4,Creative,7.2718302,43.7014072,2 Stars,0,France,Nice,0,0,38,2,0,1,4
Le Clarence,"31 avenue Franklin-D.-Roosevelt, Paris, 75008, France","Paris, France",4,Creative,2.3098732,48.8673498,2 Stars,0,France,Paris,1,0,418,2,0,1,4
La Table Lionel Giraud,"Rond-point de la Liberté, 68 avenue du Général-Leclerc, Narbonne, 11100, France","Narbonne, France",4,"Creative, Modern Cuisine",2.9918502,43.1743172,2 Stars,0,France,Narbonne,0,0,1,2,0,1,4
La Cote d'Or,"Le Relais Bernard Loiseau, 2 avenue Bernard-Loiseau, Saulieu, 21210, France","Saulieu, France",4,Modern Cuisine,4.2321852,47.2797873,2 Stars,0,France,Saulieu,0,0,1,2,0,1,4
William Frachot,"Hostellerie du Chapeau Rouge, 5 rue Michelet, Dijon, 21000, France","Dijon, France",4,"Modern Cuisine, Creative",5.0356396,47.3212722,2 Stars,0,France,Dijon,0,0,19,2,0,1,4
La Fourchette des Ducs,"6 rue de la Gare, Obernai, 67210, France","Obernai, France",4,Modern Cuisine,7.488355,48.4620365,2 Stars,0,France,Obernai,0,0,5,2,0,1,4
Baumaniere 1850,"Le Strato, Route de Bellecôte, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",4,Creative,6.6380783,45.4102934,2 Stars,0,France,Courchevel,0,0,14,2,0,1,4
Casadelmar,"Route de Palombaggia, Porto-Vecchio, 20137, France","Porto-Vecchio, France",4,Modern Cuisine,9.3099771,41.5948102,2 Stars,0,France,Porto-Vecchio,0,0,4,2,0,1,4
Le Chabichou by Stephane Buron,"90 rue des Chenus, Courchevel 1850, Courchevel, 73120, France","Courchevel, France",4,Modern Cuisine,6.629984,45.41616,2 Stars,0,France,Courchevel,0,0,14,2,0,1,4
La Chevre d'Or,"Rue du Barri, Èze, 06360, France","Èze, France",4,Creative,7.3620885,43.727378,2 Stars,0,France,Èze,0,0,10,2,0,1,4
La Cime,"3-2-15 Kawaramachi, Chuo-ku, Osaka, 541-0048, Japan","Osaka, Japan",4,"French, Contemporary",135.503519,34.685818,2 Stars,0,Japan,Osaka,0,0,244,2,0,1,4
Miyamoto,"2-10-28 Higashitemma, Kita-ku, Osaka, 530-0044, Japan","Osaka, Japan",4,Japanese,135.513189,34.698372,2 Stars,0,Japan,Osaka,0,1,246,2,0,1,4
Fujiya 1935,"2-4-14 Yariyamachi, Chuo-ku, Osaka, 540-0027, Japan","Osaka, Japan",4,Innovative,135.511871,34.683037,2 Stars,0,Japan,Osaka,0,0,243,2,0,1,4
Koryu,"3-3-3 Uchiawajimachi, Chuo-ku, Osaka, 540-0038, Japan","Osaka, Japan",4,Japanese,135.510132,34.686929,2 Stars,0,Japan,Osaka,0,1,244,2,0,1,4
Yugen,"14-14 Ishigatsujicho, Tennoji-ku, Osaka, 543-0031, Japan","Osaka, Japan",4,Japanese,135.521663,34.664773,2 Stars,0,Japan,Osaka,0,1,226,2,0,1,4
Shunsaiten Tsuchiya,"41-4 Toyotsucho, Suita, Osaka, 564-0051, Japan","Osaka, Japan",3,"Tempura, Japanese",135.490966,34.760534,2 Stars,0,Japan,Osaka,0,1,2,2,0,1,4
Sushi Harasho,"3-30 Uenomiyacho, Tennoji-ku, Osaka, 543-0037, Japan","Osaka, Japan",3,Sushi,135.51986,34.662195,2 Stars,0,Japan,Osaka,0,1,219,2,0,1,4
Yusokuryori Mankamero,"387 Ebisucho, Kamigyo-ku, Kyoto, 602-8118, Japan","Kyoto, Japan",4,Japanese,135.750507,35.022114,2 Stars,0,Japan,Kyoto,0,1,243,2,0,1,4
